date,gold_price,gold_volume,token_price,token_total_volume,token_market_cap,gold_forward_filled,token_log_price,gold_log_price,basis,abs_basis,premium_discount_pct,weekday,is_monday,gold_return,token_return,tracking_error,basis_change
2019-09-26,1506.071701657,,1516.5106201171875,5337186,,0,7.324167330148748,7.317260017888506,0.0069073122602425485,0.0069073122602425485,0.6931222762304421,Thursday,0,,,,
2019-09-27,1496.8946397781,,1528.739990234375,2583554,,0,7.3321991393000605,7.311148001033023,0.02105113826703775,0.02105113826703775,2.1274276498842735,Friday,0,-0.006112016855483127,0.008031809151312075,0.014143826006795202,0.014143826006795202
2019-09-28,1497.062015794,,1525.7178955078125,2243053,,0,7.330220329425614,7.311259810277664,0.018960519147949384,0.018960519147949384,1.9141411251833969,Saturday,0,0.000111809244641492,-0.001978809874446874,0.002090619119088366,-0.002090619119088366
2019-09-29,1496.6699094515,,1528.8665771484375,1602218,,0,7.332281940609742,7.310997858737224,0.02128408187251818,0.02128408187251818,2.151220352170839,Sunday,0,-0.0002619515404402861,0.002061611184128509,0.002323562724568795,0.002323562724568795
2019-09-30,1472.8206949665,,1513.8780517578125,3023598,,0,7.3224298836976995,7.294934681263996,0.027495202433703625,0.027495202433703625,2.7876683788888745,Monday,1,-0.016063177473228052,-0.009852056912042606,0.006211120561185446,0.006211120561185446
2019-10-01,1480.6226606065,,1499.5137939453125,1876107,,0,7.312896197176638,7.300217994907749,0.012678202268888938,0.012678202268888938,1.2758911396826975,Tuesday,0,0.005283313643753118,-0.009533686521061568,0.014817000164814687,-0.014817000164814687
2019-10-02,1499.5383537063,,1466.4097900390625,892474,,0,7.290572372743704,7.312912575525382,-0.022340202781677476,0.022340202781677476,-2.2092508394570984,Wednesday,0,0.012694580617632845,-0.02232382443293357,0.035018405050566415,-0.035018405050566415
2019-10-03,1507.1497529143,,1496.9918212890625,1536692,,0,7.3112129210039445,7.317975565231807,-0.0067626442278623244,0.0067626442278623244,-0.673982900876019,Thursday,0,0.005062989706424936,0.020640548260240088,0.015577558553815152,0.015577558553815152
2019-10-04,1504.2050625719,,1510.148193359375,1566060,,0,7.319963066291027,7.316019840010824,0.003943226280203049,0.003943226280203049,0.39510110259257814,Friday,0,-0.0019557252209825293,0.008750145287082844,0.010705870508065374,0.010705870508065374
2019-10-05,1504.1326043304,,1497.5797119140625,1321624,,0,7.311605558565635,7.315971668396108,-0.0043661098304728085,0.0043661098304728085,-0.43565922296157344,Saturday,0,-4.817161471670772e-05,-0.008357507725392566,0.008309336110675858,-0.008309336110675858
