date,paxg_price,paxg_total_volume,paxg_market_cap,gold_price,gold_volume,paxg_log_price,gold_log_price,basis,abs_basis,premium_discount_pct,weekday,is_monday,gold_return,paxg_return,tracking_error,basis_change
2026-03-05,5173.778537724423,626241062.6334629,2555054618.2648773,5065.2998046875,1701,8.551358558916185,8.530168606379707,0.02118995253647782,0.02118995253647782,2.1416053781561937,Thursday,0,-0.010780211536408402,0.005519163788079595,0.016299375324487997,0.016299375324487997
2026-03-06,5107.603119298661,417601951.296714,2531457050.447401,5146.10009765625,148,8.53848551626744,8.545994444198614,-0.00750892793117508,0.00750892793117508,-0.748080636346775,Friday,0,0.015825837818907118,-0.01287304264874578,0.0286988804676529,-0.0286988804676529
2026-03-09,5076.969872080662,256091669.05307245,2524102592.661259,5091.5,639,8.532469880732556,8.53532776161172,-0.002857880879163943,0.002857880879163943,-0.2853801025108152,Monday,1,-0.010666682586894183,-0.006015635534883046,0.004651047052011137,0.004651047052011137
2026-03-10,5145.084401896018,421915551.0935381,2568177468.3248115,5229.7001953125,4300,8.545797052778108,8.562109231383857,-0.01631217860574985,0.01631217860574985,-1.6179855490057575,Tuesday,0,0.026781469772137356,0.01332717204555145,0.013454297726585907,-0.013454297726585907
2026-03-11,5192.836458566846,435137607.40037596,2595852654.7333903,5167.39990234375,633,8.55503535067883,8.550124920752683,0.004910429926146875,0.004910429926146875,0.4922505845068978,Wednesday,0,-0.011984310631174111,0.009238297900722614,0.021222608531896725,0.021222608531896725
2026-03-12,5145.5589380899955,272563216.5155332,2572677941.890443,5115.7998046875,410,8.545889279508476,8.540089030714851,0.005800248793624618,0.005800248793624618,0.5817102806725913,Thursday,0,-0.010035890037832118,-0.009146071170354375,0.000889818867477743,0.000889818867477743
2026-03-13,5109.343283771024,294367743.28924084,2554410097.2037697,5052.5,479,8.538826159042793,8.527638449277775,0.011187709765017928,0.011187709765017928,1.125052622880243,Friday,0,-0.01245058143707567,-0.00706312046568236,0.00538746097139331,0.00538746097139331
2026-03-16,4974.696060209787,166435938.53868255,2488116811.5523763,4994.0,130,8.512119554301245,8.515992470839718,-0.0038729165384729924,0.0038729165384729924,-0.3865426469806369,Monday,1,-0.01164597843805737,-0.02670660474154829,0.01506062630349092,-0.01506062630349092
2026-03-17,4999.512404846021,299731776.1200992,2504673241.5639987,5001.0,239,8.517095667630151,8.517393171418904,-0.00029750378875270655,0.00029750378875270655,-0.029745953888799703,Tuesday,0,0.001400700579186065,0.004976113328906351,0.003575412749720286,0.003575412749720286
2026-03-18,4994.135840898052,190315724.84558314,2502865877.3884244,4889.89990234375,1461,8.516019671290378,8.494927112391053,0.021092558899324487,0.021092558899324487,2.1316579201210546,Wednesday,0,-0.022466059027850704,-0.0010759963397735106,0.021390062688077194,0.021390062688077194
2026-03-19,4826.3358410210785,525688338.63983774,2418633230.0421867,4600.7001953125,627,8.481842833697625,8.433963787265732,0.047879046431893,0.047879046431893,4.904376206440732,Thursday,0,-0.06096332512532143,-0.03417683759275292,0.026786487532568515,0.026786487532568515
2026-03-20,4652.791346881827,739899740.5612142,2333322366.772664,4570.39990234375,235,8.445222608131646,8.42735598604314,0.01786662208850487,0.01786662208850487,1.8027184994430296,Friday,0,-0.006607801222591192,-0.036620225565979325,0.030012424343388133,-0.030012424343388133
2026-03-23,4479.651094417348,231420500.48008797,2253282442.2813053,4404.10009765625,544,8.407300441665758,8.390291226389055,0.01700921527670296,0.01700921527670296,1.715469564402139,Monday,1,-0.03706475965408629,-0.037922166465888196,0.0008574068118019085,-0.0008574068118019085
2026-03-24,4443.42665655121,1524070443.8507028,2252082750.047754,4399.2998046875,378,8.399181127258851,8.389200671944693,0.009980455314158476,0.009980455314158476,1.0030426163884578,Tuesday,0,-0.001090554444362013,-0.008119314406906497,0.007028759962544484,-0.007028759962544484
2026-03-25,4541.693447063311,535955775.20727485,2332446894.7604513,4549.7998046875,388,8.421055227447047,8.422838512007234,-0.0017832845601866154,0.0017832845601866154,-0.17816954530256268,Wednesday,0,0.033637840062541,0.02187410018819591,0.011763739874345092,-0.011763739874345092
2026-03-26,4498.142120521939,418036620.4586135,2312743600.7285247,4375.5,1070,8.411419728401151,8.383776077975886,0.027643650425265065,0.027643650425265065,2.8029281344289667,Thursday,0,-0.03906243403134724,-0.009635499045895557,0.02942693498545168,0.02942693498545168
2026-03-27,4406.692107636917,371391456.13602453,2265259847.356345,4492.0,74348,8.390879598012184,8.410053315858335,-0.01917371784615085,0.01917371784615085,-1.8991071318584778,Friday,0,0.02627723788244829,-0.020540130388967626,0.046817368271415916,-0.046817368271415916
2026-03-30,4452.087056663632,153050980.20611367,2288890637.6509595,4526.0,10816,8.401128266710904,8.417593826193484,-0.01646555948257955,0.01646555948257955,-1.6330743114531105,Monday,1,0.007540510335148909,0.01024866869872021,0.0027081583635713002,0.0027081583635713002
2026-03-31,4512.52315295734,301826532.1217558,2320497162.5089397,4647.60009765625,4264,8.414611733477246,8.444106257320895,-0.029494523843649034,0.029494523843649034,-2.906380537495643,Tuesday,0,0.026512431127411418,0.013483466766341934,0.013028964361069484,-0.013028964361069484
2026-04-01,4677.958846139179,378672185.1727596,2405048089.7211647,4783.2001953125,1637,8.450617149785884,8.472865098399714,-0.022247948613829394,0.022247948613829394,-2.2002288191168984,Wednesday,0,0.028758841078818875,0.036005416308638516,0.007246575229819641,0.007246575229819641
2026-04-02,4767.728803125345,385151709.9732787,2451721323.335861,4651.5,0,8.469625328588393,8.444945027208613,0.024680301379779834,0.024680301379779834,2.4987381086820317,Thursday,0,-0.02792007119110096,0.01900817880250827,0.04692824999360923,0.04692824999360923
