asset,term,coefficient,std_error_hac,t_stat_hac,r_squared,n_obs
PAXG,const,-0.000544852030144,0.0005556892379353,-0.9804977187761024,0.2778634649509632,94
PAXG,weekend_token_return_pre_reopen,0.3751582695208283,0.1078937751417237,3.4771076369145435,0.2778634649509632,94
XAUT,const,-0.0005884933942447,0.0004658997753905,-1.2631330284532578,0.4271487910616631,93
XAUT,weekend_token_return_pre_reopen,0.7413785827606589,0.1126382000843374,6.581946286477894,0.4271487910616631,93
